"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Maine"	"23"	"2002"	"2002"	89	1295960	6.9	7.1
	"Maine"	"23"	"2003"	"2003"	85	1306513	6.5	6.6
	"Maine"	"23"	"2004"	"2004"	98	1313688	7.5	7.7
	"Maine"	"23"	"2005"	"2005"	115	1318787	8.7	8.9
	"Maine"	"23"	"2006"	"2006"	91	1323619	6.9	7.1
	"Maine"	"23"	"2007"	"2007"	99	1327040	7.5	7.9
	"Maine"	"23"	"2008"	"2008"	101	1330509	7.6	7.8
	"Maine"	"23"	"2009"	"2009"	113	1329590	8.5	8.6
	"Maine"	"23"	"2010"	"2010"	90	1328361	6.8	7.1
	"Maine"	"23"	"2011"	"2011"	84	1328188	6.3	6.7
	"Maine"	"23"	"2012"	"2012"	93	1329192	7.0	7.2
	"Maine"	"23"	"2013"	"2013"	111	1328302	8.4	8.6
	"Maine"	"23"	"2014"	"2014"	151	1330089	11.4	12.1
	"Maine"	"23"	"2015"	"2015"	207	1329328	15.6	16.6
	"Maine"	"23"	"2016"	"2016"	287	1331479	21.6	24.0
	"Maine"	"23"	"2017"	"2017"	341	1335907	25.5	28.2
	"Maine"	"23"	"2018"	"2018"	275	1338404	20.5	22.8
	"Maryland"	"24"	"1999"	"1999"	480	5254509	9.1	8.7
	"Maryland"	"24"	"2000"	"2000"	477	5296486	9.0	8.6
	"Maryland"	"24"	"2001"	"2001"	485	5374691	9.0	8.7
	"Maryland"	"24"	"2002"	"2002"	516	5440389	9.5	9.2
	"Maryland"	"24"	"2003"	"2003"	529	5496269	9.6	9.4
	"Maryland"	"24"	"2004"	"2004"	432	5546935	7.8	7.6
	"Maryland"	"24"	"2005"	"2005"	429	5592379	7.7	7.5
	"Maryland"	"24"	"2006"	"2006"	486	5627367	8.6	8.4
	"Maryland"	"24"	"2007"	"2007"	497	5653408	8.8	8.5
	"Maryland"	"24"	"2008"	"2008"	427	5684965	7.5	7.2
	"Maryland"	"24"	"2009"	"2009"	468	5730388	8.2	7.8
	"Maryland"	"24"	"2010"	"2010"	437	5773552	7.6	7.4
	"Maryland"	"24"	"2011"	"2011"	470	5828289	8.1	7.8
	"Maryland"	"24"	"2012"	"2012"	537	5884563	9.1	8.8
	"Maryland"	"24"	"2013"	"2013"	587	5928814	9.9	9.6
	"Maryland"	"24"	"2014"	"2014"	699	5976407	11.7	11.3
	"Maryland"	"24"	"2015"	"2015"	830	6006401	13.8	13.5
	"Maryland"	"24"	"2016"	"2016"	1579	6016447	26.2	25.6
	"Maryland"	"24"	"2017"	"2017"	1873	6052177	30.9	30.3
	"Maryland"	"24"	"2018"	"2018"	2048	6042718	33.9	33.0
	"Massachusetts"	"25"	"1999"	"1999"	310	6317345	4.9	4.8
	"Massachusetts"	"25"	"2000"	"2000"	309	6349097	4.9	4.7
	"Massachusetts"	"25"	"2001"	"2001"	485	6397634	7.6	7.4
	"Massachusetts"	"25"	"2002"	"2002"	469	6417206	7.3	7.1
	"Massachusetts"	"25"	"2003"	"2003"	567	6422565	8.8	8.7
	"Massachusetts"	"25"	"2004"	"2004"	445	6412281	6.9	6.8
	"Massachusetts"	"25"	"2005"	"2005"	539	6403290	8.4	8.3
	"Massachusetts"	"25"	"2006"	"2006"	628	6410084	9.8	9.6
	"Massachusetts"	"25"	"2007"	"2007"	587	6431559	9.1	8.9
	"Massachusetts"	"25"	"2008"	"2008"	545	6468967	8.4	8.3
	"Massachusetts"	"25"	"2009"	"2009"	593	6517613	9.1	8.9
	"Massachusetts"	"25"	"2010"	"2010"	494	6547629	7.5	7.5
	"Massachusetts"	"25"	"2011"	"2011"	552	6587536	8.4	8.3
	"Massachusetts"	"25"	"2012"	"2012"	516	6646144	7.8	7.7
	"Massachusetts"	"25"	"2013"	"2013"	711	6692824	10.6	10.6
	"Massachusetts"	"25"	"2014"	"2014"	951	6745408	14.1	14.2
	"Massachusetts"	"25"	"2015"	"2015"	1347	6794422	19.8	20.2
	"Massachusetts"	"25"	"2016"	"2016"	1852	6811779	27.2	27.7
	"Massachusetts"	"25"	"2017"	"2017"	1838	6859819	26.8	27.1
	"Massachusetts"	"25"	"2018"	"2018"	1956	6902149	28.3	28.8
	"Michigan"	"26"	"1999"	"1999"	83	9897116	0.8	0.8
	"Michigan"	"26"	"2000"	"2000"	94	9938444	0.9	0.9
	"Michigan"	"26"	"2001"	"2001"	116	9991120	1.2	1.1
	"Michigan"	"26"	"2002"	"2002"	164	10015710	1.6	1.7
	"Michigan"	"26"	"2003"	"2003"	184	10041152	1.8	1.8
	"Michigan"	"26"	"2004"	"2004"	260	10055315	2.6	2.6
	"Michigan"	"26"	"2005"	"2005"	355	10051137	3.5	3.5
	"Michigan"	"26"	"2006"	"2006"	498	10036081	5.0	5.0
	"Michigan"	"26"	"2007"	"2007"	401	10001284	4.0	4.0
	"Michigan"	"26"	"2008"	"2008"	441	9946889	4.4	4.4
	"Michigan"	"26"	"2009"	"2009"	499	9901591	5.0	5.1
	"Michigan"	"26"	"2010"	"2010"	501	9883640	5.1	5.1
	"Michigan"	"26"	"2011"	"2011"	472	9876187	4.8	4.9
	"Michigan"	"26"	"2012"	"2012"	462	9883360	4.7	4.7
	"Michigan"	"26"	"2013"	"2013"	528	9895622	5.3	5.3
	"Michigan"	"26"	"2014"	"2014"	617	9909877	6.2	6.3
	"Michigan"	"26"	"2015"	"2015"	916	9922576	9.2	9.4
	"Michigan"	"26"	"2016"	"2016"	1437	9928300	14.5	15.1
	"Michigan"	"26"	"2017"	"2017"	1802	9962311	18.1	18.8
	"Michigan"	"26"	"2018"	"2018"	1886	9995915	18.9	19.5
	"Minnesota"	"27"	"1999"	"1999"	56	4873481	1.1	1.1
	"Minnesota"	"27"	"2000"	"2000"	55	4919479	1.1	1.1
	"Minnesota"	"27"	"2001"	"2001"	91	4982796	1.8	1.8
	"Minnesota"	"27"	"2002"	"2002"	93	5018935	1.9	1.8
	"Minnesota"	"27"	"2003"	"2003"	105	5053572	2.1	2.1
	"Minnesota"	"27"	"2004"	"2004"	135	5087713	2.7	2.6
	"Minnesota"	"27"	"2005"	"2005"	143	5119598	2.8	2.8
	"Minnesota"	"27"	"2006"	"2006"	156	5163555	3.0	3.0
	"Minnesota"	"27"	"2007"	"2007"	179	5207203	3.4	3.4
	"Minnesota"	"27"	"2008"	"2008"	221	5247018	4.2	4.2
	"Minnesota"	"27"	"2009"	"2009"	258	5281203	4.9	4.9
	"Minnesota"	"27"	"2010"	"2010"	220	5303925	4.1	4.1
	"Minnesota"	"27"	"2011"	"2011"	244	5344861	4.6	4.5
	"Minnesota"	"27"	"2012"	"2012"	252	5379139	4.7	4.6
	"Minnesota"	"27"	"2013"	"2013"	225	5420380	4.2	4.1
	"Minnesota"	"27"	"2014"	"2014"	228	5457173	4.2	4.3
	"Minnesota"	"27"	"2015"	"2015"	241	5489594	4.4	4.4
	"Minnesota"	"27"	"2016"	"2016"	285	5519952	5.2	5.3
	"Minnesota"	"27"	"2017"	"2017"	359	5576606	6.4	6.7
	"Minnesota"	"27"	"2018"	"2018"	310	5611179	5.5	5.7
	"Mississippi"	"28"	"1999"	"1999"	15	2828408	Unreliable	Unreliable
	"Mississippi"	"28"	"2000"	"2000"	Suppressed	2844658	Suppressed	Suppressed
	"Mississippi"	"28"	"2001"	"2001"	26	2852994	0.9	0.9
	"Mississippi"	"28"	"2002"	"2002"	26	2858681	0.9	0.9
	"Mississippi"	"28"	"2003"	"2003"	30	2868312	1.0	1.1
	"Mississippi"	"28"	"2004"	"2004"	24	2889010	0.8	0.9
	"Mississippi"	"28"	"2005"	"2005"	38	2905943	1.3	1.3
	"Mississippi"	"28"	"2006"	"2006"	64	2904978	2.2	2.3
	"Mississippi"	"28"	"2007"	"2007"	94	2928350	3.2	3.2
	"Mississippi"	"28"	"2008"	"2008"	104	2947806	3.5	3.6
	"Mississippi"	"28"	"2009"	"2009"	92	2958774	3.1	3.2
	"Mississippi"	"28"	"2010"	"2010"	100	2967297	3.4	3.3
	"Mississippi"	"28"	"2011"	"2011"	78	2978512	2.6	2.9
	"Mississippi"	"28"	"2012"	"2012"	103	2984926	3.5	3.6
	"Mississippi"	"28"	"2013"	"2013"	92	2991207	3.1	3.2
	"Mississippi"	"28"	"2014"	"2014"	98	2994079	3.3	3.3
	"Mississippi"	"28"	"2015"	"2015"	122	2992333	4.1	4.3
	"Mississippi"	"28"	"2016"	"2016"	154	2988726	5.2	5.2
	"Mississippi"	"28"	"2017"	"2017"	168	2984100	5.6	5.8
	"Mississippi"	"28"	"2018"	"2018"	150	2986530	5.0	5.2
	"Missouri"	"29"	"1999"	"1999"	57	5561948	1.0	1.1
	"Missouri"	"29"	"2000"	"2000"	86	5595211	1.5	1.6
	"Missouri"	"29"	"2001"	"2001"	111	5641142	2.0	2.0
	"Missouri"	"29"	"2002"	"2002"	140	5674825	2.5	2.5
	"Missouri"	"29"	"2003"	"2003"	243	5709403	4.3	4.3
	"Missouri"	"29"	"2004"	"2004"	225	5747741	3.9	4.0
	"Missouri"	"29"	"2005"	"2005"	261	5790300	4.5	4.6
	"Missouri"	"29"	"2006"	"2006"	362	5842704	6.2	6.4
	"Missouri"	"29"	"2007"	"2007"	331	5887612	5.6	5.7
	"Missouri"	"29"	"2008"	"2008"	372	5923916	6.3	6.4
	"Missouri"	"29"	"2009"	"2009"	382	5961088	6.4	6.4
	"Missouri"	"29"	"2010"	"2010"	437	5988927	7.3	7.4
	"Missouri"	"29"	"2011"	"2011"	389	6010688	6.5	6.6
	"Missouri"	"29"	"2012"	"2012"	344	6021988	5.7	5.9
	"Missouri"	"29"	"2013"	"2013"	392	6044171	6.5	6.7
	"Missouri"	"29"	"2014"	"2014"	417	6063589	6.9	7.1
	"Missouri"	"29"	"2015"	"2015"	474	6083672	7.8	7.9
	"Missouri"	"29"	"2016"	"2016"	689	6093000	11.3	11.9
	"Missouri"	"29"	"2017"	"2017"	832	6113532	13.6	14.4
	"Missouri"	"29"	"2018"	"2018"	1058	6126452	17.3	18.4
	"Montana"	"30"	"1999"	"1999"	13	897507	Unreliable	Unreliable
	"Montana"	"30"	"2000"	"2000"	Suppressed	902195	Suppressed	Suppressed
	"Montana"	"30"	"2001"	"2001"	19	906961	Unreliable	Unreliable
	"Montana"	"30"	"2002"	"2002"	20	911667	2.2	2.2
	"Montana"	"30"	"2003"	"2003"	40	919630	4.3	4.5
	"Montana"	"30"	"2004"	"2004"	43	930009	4.6	4.7
	"Montana"	"30"	"2005"	"2005"	45	940102	4.8	4.7
	"Montana"	"30"	"2006"	"2006"	47	952692	4.9	5.2
	"Montana"	"30"	"2007"	"2007"	61	964706	6.3	6.2
	"Montana"	"30"	"2008"	"2008"	67	976415	6.9	7.3
	"Montana"	"30"	"2009"	"2009"	89	983982	9.0	9.4
	"Montana"	"30"	"2010"	"2010"	54	989415	5.5	6.1
	"Montana"	"30"	"2011"	"2011"	62	998199	6.2	6.7
	"Montana"	"30"	"2012"	"2012"	49	1005141	4.9	5.0
	"Montana"	"30"	"2013"	"2013"	63	1015165	6.2	6.8
	"Montana"	"30"	"2014"	"2014"	51	1023579	5.0	5.3
	"Montana"	"30"	"2015"	"2015"	44	1032949	4.3	4.7
	"Montana"	"30"	"2016"	"2016"	37	1042520	3.5	3.6
	"Montana"	"30"	"2017"	"2017"	33	1050493	3.1	3.2
	"Montana"	"30"	"2018"	"2018"	47	1062305	4.4	4.3
	"Nebraska"	"31"	"1999"	"1999"	Suppressed	1704764	Suppressed	Suppressed
	"Nebraska"	"31"	"2000"	"2000"	15	1711263	Unreliable	Unreliable
	"Nebraska"	"31"	"2001"	"2001"	29	1719836	1.7	1.7
	"Nebraska"	"31"	"2002"	"2002"	23	1728292	1.3	1.4
	"Nebraska"	"31"	"2003"	"2003"	14	1738643	Unreliable	Unreliable
	"Nebraska"	"31"	"2004"	"2004"	25	1749370	1.4	1.5
	"Nebraska"	"31"	"2005"	"2005"	43	1761497	2.4	2.5
	"Nebraska"	"31"	"2006"	"2006"	32	1772693	1.8	1.8
	"Nebraska"	"31"	"2007"	"2007"	39	1783440	2.2	2.4
	"Nebraska"	"31"	"2008"	"2008"	29	1796378	1.6	1.7
	"Nebraska"	"31"	"2009"	"2009"	64	1812683	3.5	3.6
	"Nebraska"	"31"	"2010"	"2010"	58	1826341	3.2	3.4
	"Nebraska"	"31"	"2011"	"2011"	52	1842641	2.8	2.8
	"Nebraska"	"31"	"2012"	"2012"	51	1855525	2.7	2.9
	"Nebraska"	"31"	"2013"	"2013"	40	1868516	2.1	2.1
	"Nebraska"	"31"	"2014"	"2014"	53	1881503	2.8	3.0
	"Nebraska"	"31"	"2015"	"2015"	50	1896190	2.6	2.8
	"Nebraska"	"31"	"2016"	"2016"	40	1907116	2.1	2.2
	"Nebraska"	"31"	"2017"	"2017"	55	1920076	2.9	2.9
	"Nebraska"	"31"	"2018"	"2018"	59	1929268	3.1	3.1
	"Nevada"	"32"	"1999"	"1999"	126	1934718	6.5	6.4
	"Nevada"	"32"	"2000"	"2000"	144	1998257	7.2	7.1
	"Nevada"	"32"	"2001"	"2001"	166	2098399	7.9	7.8
	"Nevada"	"32"	"2002"	"2002"	193	2173791	8.9	8.7
	"Nevada"	"32"	"2003"	"2003"	219	2248850	9.7	9.7
	"Nevada"	"32"	"2004"	"2004"	255	2346222	10.9	10.8
	"Nevada"	"32"	"2005"	"2005"	293	2432143	12.0	11.9
	"Nevada"	"32"	"2006"	"2006"	315	2522658	12.5	12.3
	"Nevada"	"32"	"2007"	"2007"	340	2601072	13.1	12.9
	"Nevada"	"32"	"2008"	"2008"	371	2653630	14.0	13.7
	"Nevada"	"32"	"2009"	"2009"	424	2684665	15.8	15.4
	"Nevada"	"32"	"2010"	"2010"	426	2700551	15.8	15.3
	"Nevada"	"32"	"2011"	"2011"	430	2723322	15.8	15.3
	"Nevada"	"32"	"2012"	"2012"	414	2758931	15.0	14.4
	"Nevada"	"32"	"2013"	"2013"	354	2790136	12.7	12.1
	"Nevada"	"32"	"2014"	"2014"	323	2839099	11.4	10.9
	"Nevada"	"32"	"2015"	"2015"	350	2890845	12.1	11.5
	"Nevada"	"32"	"2016"	"2016"	332	2940058	11.3	10.7
	"Nevada"	"32"	"2017"	"2017"	334	2998039	11.1	10.6
	"Nevada"	"32"	"2018"	"2018"	292	3034392	9.6	8.9
	"New Hampshire"	"33"	"1999"	"1999"	39	1222014	3.2	3.1
	"New Hampshire"	"33"	"2000"	"2000"	29	1235786	2.3	2.2
	"New Hampshire"	"33"	"2001"	"2001"	52	1255517	4.1	4.0
	"New Hampshire"	"33"	"2002"	"2002"	79	1269089	6.2	6.2
	"New Hampshire"	"33"	"2003"	"2003"	92	1279840	7.2	7.0
	"New Hampshire"	"33"	"2004"	"2004"	84	1290121	6.5	6.5
	"New Hampshire"	"33"	"2005"	"2005"	106	1298492	8.2	8.0
	"New Hampshire"	"33"	"2006"	"2006"	102	1308389	7.8	7.8
	"New Hampshire"	"33"	"2007"	"2007"	136	1312540	10.4	10.1
	"New Hampshire"	"33"	"2008"	"2008"	84	1315906	6.4	6.1
	"New Hampshire"	"33"	"2009"	"2009"	105	1316102	8.0	7.8
	"New Hampshire"	"33"	"2010"	"2010"	106	1316470	8.1	8.0
	"New Hampshire"	"33"	"2011"	"2011"	120	1318194	9.1	8.8
	"New Hampshire"	"33"	"2012"	"2012"	98	1320718	7.4	7.4
	"New Hampshire"	"33"	"2013"	"2013"	101	1323459	7.6	7.2
	"New Hampshire"	"33"	"2014"	"2014"	242	1326813	18.2	18.9
	"New Hampshire"	"33"	"2015"	"2015"	348	1330608	26.2	28.7
	"New Hampshire"	"33"	"2016"	"2016"	429	1334795	32.1	35.1
	"New Hampshire"	"33"	"2017"	"2017"	417	1342795	31.1	33.5
	"New Hampshire"	"33"	"2018"	"2018"	408	1356458	30.1	32.7
	"New Jersey"	"34"	"1999"	"1999"	176	8359592	2.1	2.1
	"New Jersey"	"34"	"2000"	"2000"	167	8414350	2.0	1.9
	"New Jersey"	"34"	"2001"	"2001"	222	8492671	2.6	2.6
	"New Jersey"	"34"	"2002"	"2002"	268	8552643	3.1	3.1
	"New Jersey"	"34"	"2003"	"2003"	260	8601402	3.0	3.0
	"New Jersey"	"34"	"2004"	"2004"	208	8634561	2.4	2.4
	"New Jersey"	"34"	"2005"	"2005"	290	8651974	3.4	3.3
	"New Jersey"	"34"	"2006"	"2006"	288	8661679	3.3	3.3
	"New Jersey"	"34"	"2007"	"2007"	255	8677885	2.9	2.9
	"New Jersey"	"34"	"2008"	"2008"	231	8711090	2.7	2.6
	"New Jersey"	"34"	"2009"	"2009"	38	8755602	0.4	0.4
	"New Jersey"	"34"	"2010"	"2010"	284	8791894	3.2	3.2
	"New Jersey"	"34"	"2011"	"2011"	348	8821155	3.9	3.9
	"New Jersey"	"34"	"2012"	"2012"	337	8864590	3.8	3.8
	"New Jersey"	"34"	"2013"	"2013"	364	8899339	4.1	4.0
	"New Jersey"	"34"	"2014"	"2014"	398	8938175	4.5	4.4
	"New Jersey"	"34"	"2015"	"2015"	526	8958013	5.9	5.8
	"New Jersey"	"34"	"2016"	"2016"	1027	8944469	11.5	11.6
	"New Jersey"	"34"	"2017"	"2017"	1684	9005644	18.7	18.8
	"New Jersey"	"34"	"2018"	"2018"	2459	8908520	27.6	28.3
	"New Mexico"	"35"	"1999"	"1999"	165	1808082	9.1	9.3
	"New Mexico"	"35"	"2000"	"2000"	144	1819046	7.9	8.0
	"New Mexico"	"35"	"2001"	"2001"	129	1831690	7.0	7.2
	"New Mexico"	"35"	"2002"	"2002"	175	1855309	9.4	9.8
	"New Mexico"	"35"	"2003"	"2003"	196	1877574	10.4	10.8
	"New Mexico"	"35"	"2004"	"2004"	154	1903808	8.1	8.3
	"New Mexico"	"35"	"2005"	"2005"	171	1932274	8.8	9.2
	"New Mexico"	"35"	"2006"	"2006"	224	1962137	11.4	11.5
	"New Mexico"	"35"	"2007"	"2007"	241	1990070	12.1	12.3
	"New Mexico"	"35"	"2008"	"2008"	275	2010662	13.7	14.1
	"New Mexico"	"35"	"2009"	"2009"	162	2036802	8.0	8.3
	"New Mexico"	"35"	"2010"	"2010"	178	2059179	8.6	8.8
	"New Mexico"	"35"	"2011"	"2011"	189	2082224	9.1	9.2
	"New Mexico"	"35"	"2012"	"2012"	234	2085538	11.2	11.8
	"New Mexico"	"35"	"2013"	"2013"	255	2085287	12.2	12.5
	"New Mexico"	"35"	"2014"	"2014"	305	2085572	14.6	15.1
	"New Mexico"	"35"	"2015"	"2015"	221	2085109	10.6	11.2
	"New Mexico"	"35"	"2016"	"2016"	249	2081015	12.0	12.3
	"New Mexico"	"35"	"2017"	"2017"	236	2088070	11.3	11.8
	"New Mexico"	"35"	"2018"	"2018"	256	2095428	12.2	12.4
	"New York"	"36"	"1999"	"1999"	582	18882725	3.1	3.1
	"New York"	"36"	"2000"	"2000"	471	18976457	2.5	2.4
	"New York"	"36"	"2001"	"2001"	557	19082838	2.9	2.9
	"New York"	"36"	"2002"	"2002"	507	19137800	2.6	2.6
	"New York"	"36"	"2003"	"2003"	532	19175939	2.8	2.7
	"New York"	"36"	"2004"	"2004"	450	19171567	2.3	2.3
	"New York"	"36"	"2005"	"2005"	532	19132610	2.8	2.7
	"New York"	"36"	"2006"	"2006"	924	19104631	4.8	4.7
	"New York"	"36"	"2007"	"2007"	874	19132335	4.6	4.4
	"New York"	"36"	"2008"	"2008"	961	19212436	5.0	4.9
	"New York"	"36"	"2009"	"2009"	864	19307066	4.5	4.3
	"New York"	"36"	"2010"	"2010"	935	19378102	4.8	4.7
	"New York"	"36"	"2011"	"2011"	1100	19465197	5.7	5.5
	"New York"	"36"	"2012"	"2012"	1151	19570261	5.9	5.7
	"New York"	"36"	"2013"	"2013"	1149	19651127	5.8	5.6
	"New York"	"36"	"2014"	"2014"	1121	19746227	5.7	5.5
	"New York"	"36"	"2015"	"2015"	1512	19795791	7.6	7.5
	"New York"	"36"	"2016"	"2016"	2472	19745289	12.5	12.4
	"New York"	"36"	"2017"	"2017"	2872	19849399	14.5	14.3
	"New York"	"36"	"2018"	"2018"	2763	19542209	14.1	13.9
	"North Carolina"	"37"	"1999"	"1999"	130	7949361	1.6	1.6
	"North Carolina"	"37"	"2000"	"2000"	251	8049313	3.1	3.1
	"North Carolina"	"37"	"2001"	"2001"	300	8210122	3.7	3.6
	"North Carolina"	"37"	"2002"	"2002"	365	8326201	4.4	4.4
	"North Carolina"	"37"	"2003"	"2003"	452	8422501	5.4	5.3
	"North Carolina"	"37"	"2004"	"2004"	519	8553152	6.1	6.0
	"North Carolina"	"37"	"2005"	"2005"	601	8705407	6.9	6.9
	"North Carolina"	"37"	"2006"	"2006"	647	8917270	7.3	7.2
	"North Carolina"	"37"	"2007"	"2007"	703	9118037	7.7	7.7
	"North Carolina"	"37"	"2008"	"2008"	786	9309449	8.4	8.4
	"North Carolina"	"37"	"2009"	"2009"	792	9449566	8.4	8.4
	"North Carolina"	"37"	"2010"	"2010"	740	9535483	7.8	7.7
	"North Carolina"	"37"	"2011"	"2011"	755	9656401	7.8	7.8
	"North Carolina"	"37"	"2012"	"2012"	691	9752073	7.1	7.1
	"North Carolina"	"37"	"2013"	"2013"	663	9848060	6.7	6.8
	"North Carolina"	"37"	"2014"	"2014"	773	9943964	7.8	7.9
	"North Carolina"	"37"	"2015"	"2015"	902	10042802	9.0	9.1
	"North Carolina"	"37"	"2016"	"2016"	1194	10146788	11.8	12.2
	"North Carolina"	"37"	"2017"	"2017"	1743	10273419	17.0	17.6
	"North Carolina"	"37"	"2018"	"2018"	1623	10383620	15.6	16.3
	"North Dakota"	"38"	"1999"	"1999"	Suppressed	644259	Suppressed	Suppressed
	"North Dakota"	"38"	"2000"	"2000"	Suppressed	642200	Suppressed	Suppressed
	"North Dakota"	"38"	"2001"	"2001"	Suppressed	639062	Suppressed	Suppressed
	"North Dakota"	"38"	"2002"	"2002"	14	638168	Unreliable	Unreliable
	"North Dakota"	"38"	"2003"	"2003"	Suppressed	638817	Suppressed	Suppressed
	"North Dakota"	"38"	"2004"	"2004"	13	644705	Unreliable	Unreliable
	"North Dakota"	"38"	"2005"	"2005"	Suppressed	646089	Suppressed	Suppressed
	"North Dakota"	"38"	"2006"	"2006"	Suppressed	649422	Suppressed	Suppressed
	"North Dakota"	"38"	"2007"	"2007"	16	652822	Unreliable	Unreliable
	"North Dakota"	"38"	"2008"	"2008"	32	657569	4.9	5.1
	"North Dakota"	"38"	"2009"	"2009"	17	664968	Unreliable	Unreliable
	"North Dakota"	"38"	"2010"	"2010"	18	672591	Unreliable	Unreliable
	"North Dakota"	"38"	"2011"	"2011"	Suppressed	683932	Suppressed	Suppressed
	"North Dakota"	"38"	"2012"	"2012"	Suppressed	699628	Suppressed	Suppressed
	"North Dakota"	"38"	"2013"	"2013"	11	723393	Unreliable	Unreliable
	"North Dakota"	"38"	"2014"	"2014"	31	739482	4.2	4.5
	"North Dakota"	"38"	"2015"	"2015"	32	756927	4.2	4.5
	"North Dakota"	"38"	"2016"	"2016"	48	757952	6.3	6.8
	"North Dakota"	"38"	"2017"	"2017"	32	755393	4.2	4.4
	"North Dakota"	"38"	"2018"	"2018"	32	760077	4.2	4.6
	"Ohio"	"39"	"1999"	"1999"	120	11335454	1.1	1.1
	"Ohio"	"39"	"2000"	"2000"	186	11353140	1.6	1.6
	"Ohio"	"39"	"2001"	"2001"	264	11387404	2.3	2.3
	"Ohio"	"39"	"2002"	"2002"	326	11407889	2.9	2.9
	"Ohio"	"39"	"2003"	"2003"	287	11434788	2.5	2.5
	"Ohio"	"39"	"2004"	"2004"	401	11452251	3.5	3.5
	"Ohio"	"39"	"2005"	"2005"	456	11463320	4.0	4.0
	"Ohio"	"39"	"2006"	"2006"	540	11481213	4.7	4.8
	"Ohio"	"39"	"2007"	"2007"	574	11500468	5.0	5.0
	"Ohio"	"39"	"2008"	"2008"	621	11515391	5.4	5.5
	"Ohio"	"39"	"2009"	"2009"	490	11528896	4.3	4.3
	"Ohio"	"39"	"2010"	"2010"	823	11536504	7.1	7.2
	"Ohio"	"39"	"2011"	"2011"	898	11544951	7.8	7.9
	"Ohio"	"39"	"2012"	"2012"	767	11544225	6.6	6.8
	"Ohio"	"39"	"2013"	"2013"	803	11570808	6.9	7.0
	"Ohio"	"39"	"2014"	"2014"	1249	11594163	10.8	11.2
	"Ohio"	"39"	"2015"	"2015"	1897	11613423	16.3	17.3
	"Ohio"	"39"	"2016"	"2016"	3008	11614373	25.9	27.4
	"Ohio"	"39"	"2017"	"2017"	4063	11658609	34.8	37.2
	"Ohio"	"39"	"2018"	"2018"	3111	11689442	26.6	28.5
	"Oklahoma"	"40"	"1999"	"1999"	85	3437147	2.5	2.6
	"Oklahoma"	"40"	"2000"	"2000"	119	3450654	3.4	3.6
	"Oklahoma"	"40"	"2001"	"2001"	149	3467100	4.3	4.4
	"Oklahoma"	"40"	"2002"	"2002"	139	3489080	4.0	4.1
	"Oklahoma"	"40"	"2003"	"2003"	250	3504892	7.1	7.4
	"Oklahoma"	"40"	"2004"	"2004"	303	3525233	8.6	8.9
	"Oklahoma"	"40"	"2005"	"2005"	310	3548597	8.7	9.0
	"Oklahoma"	"40"	"2006"	"2006"	378	3594090	10.5	10.9
	"Oklahoma"	"40"	"2007"	"2007"	488	3634349	13.4	13.8
	"Oklahoma"	"40"	"2008"	"2008"	405	3668976	11.0	11.3
	"Oklahoma"	"40"	"2009"	"2009"	555	3717572	14.9	15.2
	"Oklahoma"	"40"	"2010"	"2010"	505	3751351	13.5	13.8
	"Oklahoma"	"40"	"2011"	"2011"	471	3791508	12.4	12.7
	"Oklahoma"	"40"	"2012"	"2012"	511	3814820	13.4	13.6
	"Oklahoma"	"40"	"2013"	"2013"	492	3850568	12.8	12.9
	"Oklahoma"	"40"	"2014"	"2014"	482	3878051	12.4	12.5
	"Oklahoma"	"40"	"2015"	"2015"	397	3911338	10.1	10.4
	"Oklahoma"	"40"	"2016"	"2016"	399	3923561	10.2	10.4
	"Oklahoma"	"40"	"2017"	"2017"	333	3930864	8.5	8.8
	"Oklahoma"	"40"	"2018"	"2018"	243	3943079	6.2	6.1
	"Oregon"	"41"	"1999"	"1999"	71	3393941	2.1	2.1
	"Oregon"	"41"	"2000"	"2000"	79	3421399	2.3	2.3
	"Oregon"	"41"	"2001"	"2001"	119	3467937	3.4	3.4
	"Oregon"	"41"	"2002"	"2002"	161	3513424	4.6	4.5
	"Oregon"	"41"	"2003"	"2003"	183	3547376	5.2	5.0
	"Oregon"	"41"	"2004"	"2004"	185	3569463	5.2	5.1
	"Oregon"	"41"	"2005"	"2005"	234	3613202	6.5	6.3
	"Oregon"	"41"	"2006"	"2006"	308	3670883	8.4	8.2
	"Oregon"	"41"	"2007"	"2007"	257	3722417	6.9	6.7
	"Oregon"	"41"	"2008"	"2008"	262	3768748	7.0	6.8
	"Oregon"	"41"	"2009"	"2009"	259	3808600	6.8	6.6
	"Oregon"	"41"	"2010"	"2010"	259	3831074	6.8	6.6
	"Oregon"	"41"	"2011"	"2011"	269	3871859	6.9	6.9
	"Oregon"	"41"	"2012"	"2012"	244	3899353	6.3	6.1
	"Oregon"	"41"	"2013"	"2013"	204	3930065	5.2	5.0
	"Oregon"	"41"	"2014"	"2014"	229	3970239	5.8	5.5
	"Oregon"	"41"	"2015"	"2015"	243	4028977	6.0	5.8
	"Oregon"	"41"	"2016"	"2016"	211	4093465	5.2	5.0
	"Oregon"	"41"	"2017"	"2017"	246	4142776	5.9	5.8
	"Oregon"	"41"	"2018"	"2018"	246	4190713	5.9	5.8
	"Pennsylvania"	"42"	"1999"	"1999"	168	12263805	1.4	1.4
